CPU Low Jitter (ns)	CPU Medium Jitter (ns)	CPU High Jitter (ns)	CPU Medium & Memory Intensity(ns)	CPU High & Memory Intensity(ns)
8283451	115288	10987100	10900134	7081161
9768150	83306	8103010	9909289	10918912
9104045	245455	10884776	9071256	8085043
9821201	118198	351845	9948685	10864714
8389947	107415	378292	9200358	7138873
9871438	117814	5366987	9881875	10927493
9745957	109046	9969181	8939947	8211119
8048424	113306	8960990	12180677	9853102
10915086	146348	9270198	6367325	8893198
7976215	71640	9701672	10399047	10138789
11115846	105560	8964527	9014512	8835261
8983228	105614	8169704	8975534	9080688
10027719	106268	11851887	10054546	9075042
9088080	115224	7190301	10060174	8923786
9836959	108320	10322824	6848526	10127685
9957267	108547	8702754	12164242	8855124
3345484	139532	9806871	6899761	9938420
3719192	142064	9058237	9919711	7948495
12019475	67412	9944135	8356316	10465782
6926426	105559	9015452	9830758	9620080
10971369	105383	9997622	9324292	8982880
8496480	474913	9246020	9508418	8942993
8830893	119076	9716606	7054991	8895778
9616052	152460	8029271	11970109	9093923
9057575	135892	10259675	7997855	10234121
10070086	108868	8704082	10067289	9729447
8936844	106347	10166227	9931768	6980021
10067066	107524	7942196	9067514	11139237
8957848	109535	10959019	23335215	8909861
8981592	110042	6912992	6554469	9108271
9962377	109311	11999486	11057636	8874069
7948439	215234	8176109	9055598	10040633
10006491	81983	8827966	11979365	8952683
9089677	107501	10061076	7997736	9024526
9414958	174681	8982412	10009487	9914178
8671821	110162	9057286	10953704	9966362
9896520	114878	9985365	8058356	8011944
9319876	7230445	588324	11015626	9171203
10017592	10158902	4691142	9978812	9814458
9682829	10407704	1749984	8916632	8957312
9860491	8866730	758760	10067311	10104090
10002562	9737276	139114	10265630	8916704
9071414	9080225	3947603	8650323	7949758
10911067	9964793	13011221	10052369	11118220
2068596	6033067	6053629	9980518	6997080
117591	77070	11941495	978046	9841085
3878657	52572	8106765	583454	9434138
10933500	160712	8994142	3430578	9665693
9145846	168770	10792573	13204324	8944395
10943665	133640	7824894	8773565	9964956
8331736	134337	8981210	10039583	8262725
10618181	164981	10210881	8906181	9840299
8280909	143448	8045225	10417604	11119758
9733214	106934	11021620	9578114	7740126
78778	110718	8968946	9019492	195875
7891790	107529	8775474	8993677	6999308
12036162	107997	9042854	10992550	11171980
6975949	108411	11013470	8994916	8051214
6991159	110305	7038155	9273919	9621183
974799	136148	9936146	10684728	9955840
10955214	80912	9027948	9089974	9059191
9059602	106829	10020569	9989178	9008397
9919137	105535	10027633	8185498	8996146
9048252	415351	8072811	10788768	9974195
10041221	119215	9961221	7984802	9058261
9942464	68084	9804242	10044208	8903678
9012965	282828	8011988	9954081	9117818
10165803	48035	10069829	9934360	9829541
9788486	106581	8896653	8468061	9043702
10014635	106140	10096051	9935582	9901663
8932834	106354	7909081	11071842	8047848
11029669	108343	9910927	7655016	10967475
9013831	108892	8038436	10812463	8090327
8958458	5280338	11029794	9092556	8907564
10112694	161319	8043214	12093455	10095673
8906056	168912	10045124	7932651	8016629
8986150	159375	8820793	9120924	10967918
152726	61010	10091559	10784848	7906555
8204411	136640	8032850	7996484	10001026
9886948	137168	10005669	8985770	8294170
9766295	159479	10019144	11076944	9600768
9129064	187290	8119909	7926325	9283088
154683	129781	9709875	10125156	10913750
7698586	130184	9063519	9843979	7856937
8461424	132219	8823557	9056255	9043196
1636472	133308	10183314	11050664	11010667
163437	146476	7965640	8966621	6999104
5993417	92965	11126947	9987545	9982885
10773548	124399	8842694	8168994	9978110
8379774	76781	8233427	10799461	983304
9687008	121226	9646099	9986940	785445
110001	107491	10065511	8967870	2691828
65349	108169	8012695	10941595	13565949
6813252	109179	11147628	8318872	7172511
9951655	110940	7907992	11892786	9832818
7966730	112531	9850726	7877519	9888613
11063085	433082	8977558	10000526	8127898
8972847	116338	11192081	9877511	8943910
9012661	86413	6793939	10016822	9933142
10028590	108715	10166890	10018950	9994738
8011900	113192	8854849	7944788	8135981
10935761	115415	10183758	10009084	9890495
7980837	265920	8882475	8969744	9085917
8942360	90234	3066131	9098602	8952304
10002305	71343	4122406	10297714	8932772
9103637	107264	10768005	8703477	9231016
8942820	131692	9011183	8494363	9696198
9204496	118507	9038433	9384477	9119146
9821501	119146	9873331	10104780	9068704
9152261	79976	7946583	8984842	9832932
9794772	146090	10154612	9134456	9050606
10070833	87270	8892825	9853517	9226803
8978894	109777	9182434	9995015	8719794
9258267	108027	8857300	10010956	9066504
9751545	107762	12077851	9241952	12112265
7955845	108676	5864494	9714957	6873101
10067808	149029	10955235	10010248	11026290
10017699	114724	9076305	9233680	6903564
7904218	112706	8980536	2805843	11019095
10213190	159008	9987116	5031307	123198
8789428	138920	9073553	11170105	2026883
10061924	505965	8868501	9758212	2991771
10013490	113093	8929448	10007059	11928296
9994402	111585	8279448	8331263	7140733
7078001	161999	10821340	10565892	11718812
9974461	89779	8957625	9087441	7090478
9948887	210906	10010757	9004078	10838906
9028764	109821	8861403	9143687	8062872
10054525	196891	8042675	9125751	9025471
7807669	547351	11056833	9092954	10180932
10165847	107265	8092194	9590366	8799840
7833400	112083	10122506	9347879	10019095
10131239	111431	8988213	9615233	8084592
9904676	112186	8859012	9070236	10875258
8915685	100351	9841806	8920044	7886629
9170235	119468	8150064	9032640	9075160
9901881	349500	10786704	9973909	10052339
9045271	117579	8157077	9028635	9000465
8960765	117247	10084285	9070198	10003719
8970340	116874	8935590	9892295	7885946
10213094	115726	10065230	8964399	11042967
8049362	114745	8861546	9097926	7233801
10743591	146451	8942067	9950901	10789898
10005703	575604	9981620	10002909	7996106
7953289	122314	8024970	8392358	11053084
9963739	123238	10973771	9894455	6942599
8012908	250523	7991318	9722491	947035
10952937	108573	10055371	8986261	7303993
9044856	107281	8965349	9033446	12841812
7236862	126691	8954642	9921212	6971965
9974248	132295	9189148	9020618	594946
9796644	113433	10804963	9046674	6381269
8038350	245592	8021902	9396614	13401996
10045694	230180	8981326	9544201	22573957
9020589	338733	9847714	9045632	4223963
9744595	227182	9026380	8940765	12751447
9022362	113228	8972056	10045391	7898517
10167084	175259	9039938	8991069	11082958
8908720	313670	9961153	9200499	8890015
9101224	66166	9105492	9905780	9313678
10149906	161272	8895698	8938016	6118146
9635253	627386	9056368	9940078	591514
7254209	54850	8982059	9125024	12993611
9707587	58496	11002127	10871058	9069794
10063174	152228	7852510	9017354	1054664
7970875	203891	9256402	9977108	890845
11168256	202658	10804863	9001331	3919407
8842724	184200	6931566	10964086	12077663
9057220	139146	11044928	8089249	8904789
8981092	107651	7991780	9938993	11053487
10008050	111416	10276148	9291098	8057178
9026489	109662	8808105	9153333	9963252
9897285	206859	9936848	10617666	2117359
7971907	211851	9121364	9300118	3834274
10001621	145800	9895164	8685915	168183
9073276	195848	8035395	9905184	243071
8974504	155806	10028268	8648230	10482531
10006867	165732	8953292	9560595	9086039
7911812	160126	9961971	9912958	11299073
11057184	154538	9034847	9994875	8705510
7936880	152063	8915814	9104611	8998133
10034792	182019	10968545	10915037	10287283
8254101	147594	8089242	7864706	9654419
10712004	148677	10025790	10004093	9976914
7999589	155204	9038335	9084534	8954863
7746501	162919	8760986	8954136	10019831
12240884	186896	10131585	12151314	10088168
7928595	129507	8916777	7870778	9145204
9260940	111952	10052660	10073416	112232
9736201	119571	7917254	6965680	991033
9016582	132188	10167020	10917932	6628488
8976839	133253	8825704	7972166	9976419
10105741	135255	9027393	10060219	9111263
7994653	163110	10180431	10044923	10968639
9900081	281501	7944711	8133565	8906481
8991654	91328	10892444	9713984	9311534
9039772	152356	7858657	8987018	11803051
9934481	153050	9954450	9379450	10147755
8220337	152866	10077597	9656786	8736772
370736	197142	8081726	8992339	9297880
7794666	81943	13201348	9086199	10722565
9982656	150713	3633610	10195732	9186169
9105028	149034	11072062	8737070	8987054
9492932	151313	9089338	10213628	10847272
9063850	194843	8904683	9833323	8969605
9054160	435153	11031928	7897934	9985862
9918109	198111	6948882	10028951	10112576
9006276	199956	10822944	9005007	9844813
10403425	204575	8047657	9967003	8363208
8597685	127527	1262896	8990998	11604399
9488429	97633	1190912	8973669	8187563
9543763	132215	2905806	10042901	10950827
8372368	105658	11930428	8253787	8996768
10786806	203681	10725275	10787511	10030647
6764277	196409	7985222	8104510	9888563
11193686	113573	8927718	1876132	9007828
8791380	114991	9146789	5989357	9939940
9052419	122923	9848668	9988097	10010427
9050978	133940	8992215	9294433	10014380
9934762	105607	9106922	10159738	8979800
8945284	110002	10021657	8510717	11041594
10992168	108281	8829295	8189460	9058934
8492401	197081	10497649	8910121	8081320
10546004	206526	7571948	15919750	10784439
9022419	236710	1466537	4043872	8968411
10132332	251796	6619418	9929511	10060314
9847384	192765	10977059	9066739	9249179
9354015	204569	7849553	9966663	9738725
9959473	241172	10072815	8147450	7932300
10708899	315525	9064195	10056839	9346673
8937941	145573	8956985	9782051	9639469
9533959	111728	9991576	8385511	1419043
9868079	108789	10061532	10634527	6655446
11640052	111803	8036873	9059864	10930277
6998060	259198	10899736	10349770	8211895
11120776	78218	6933729	9603043	1028943
7825711	77571	11013207	9120966	8806444
9974698	105390	8060189	10780595	10540524
9067159	106544	10799246	8989872	758668
9985821	107599	8168985	10003279	315312
8961383	108230	8858605	9083273	2710677
10051755	112426	10969651	11007830	12709688
9971576	110528	7008883	8014732	1288086
8997197	147685	11064238	10960389	568264
10349106	116199	9029712	118854	443736
9641113	105118	7887070	229829	998856
9116533	106232	12030677	4708901	12723300
10883896	107045	5943035	12017923	9885438
9007621	111550	11156620	8901457	9046520
9321392	109364	8896142	11080684	9891662
10705846	112763	9066840	8201401	9031683
9068722	115213	9833590	10852585	11007401
10218075	103708	9260921	6794529	8984717
10766316	136784	8786840	12023648	9967522
9095945	108280	10022768	6201358	9084222
10905458	118342	10159669	10856286	10990637
7918579	112352	8883484	7963157	141039
10998395	110452	10962612	10029447	27814865
9015817	110956	7975946	9330491	2287300
10016987	111459	11978747	9607750	7718003
9932725	148577	7916978	8362448	8531354
8986035	153639	10120305	9928518	11403584
9970644	116326	9828400	9099602	10014259
8990173	107863	9044104	9615111	8298939
10251371	98639	11001206	9021489	12739553
9115460	110061	9075513	9087862	6972083
9050810	111264	9952198	9935226	11008629
9610358	111664	9969754	8991741	8913483
9091670	305495	8958820	9095526	10057010
10017718	131322	9958617	9823222	10040395
9941734	109843	9099645	9048736	8944285
9148038	112727	10903054	9115890	9227104
10173670	107826	9176132	9867881	10691518
10624092	109157	10004397	8055035	9059485
9074947	110217	9851721	11968217	10132126
9956571	135962	9084833	7985708	9791725
7974196	61346	10896939	9060628	8076016
10962617	105827	9020732	8982344	11977034
7944905	105119	9992873	10977554	7881402
10094318	106480	10172993	8406966	11064341
9057388	106805	8790236	9565270	9072110
7928861	107825	9962266	9994632	8863308
27024282	108755	8931254	9183233	9289642
3894852	98880	11008703	8840883	8946745
11085405	115540	10193203	9030756	9261433
8927839	122198	8821724	10062607	9894929
9086562	120440	10158735	8908107	10103919
10900289	105635	9934992	8944841	8682673
8949554	106673	9051620	9940154	11790478
9089750	107439	9840368	8182182	6152882
213758	108128	9926321	10948740	10043582
6695908	110137	10010431	7955139	10920252
12079664	109991	8996435	9996119	6889878
7993685	104212	9141793	8271747	12076228
9077107	118575	10931762	9761779	6974184
9859230	116159	8819229	10036067	10093534
9061331	105522	10260218	8956228	8983535
10045963	108719	9852590	8923105	9990391
8059735	107300	8934293	9346080	8936360
10927319	108160	4208557	9649620	9016112
7932031	110248	3948389	9034566	8964751
10062038	110577	11017069	9037770	10064610
8925380	105818	10757699	9043944	8959633
9353490	121888	8045550	10917390	8982026
9614560	122530	10057304	6928177	95859
9062439	37386	10036371	11015909	423764
8965527	110042	10077435	8096095	200009
9994385	108681	9838753	10996367	3348848
8979451	107750	10028019	7944411	12820197
9032759	108092	7197095	9149779	8044525
8973262	109264	28643848	9837464	8962506
10071945	109880	1105297	8883203	9140388
9023229	286292	13157027	8002515	10807833
9292229	55184	9000317	11075027	7032359
9633386	47427	9715019	3058225	11279832
9045469	106034	9074031	4006964	8776330
608313	106753	10899397	9864903	8100243
1177899	107829	8073255	10131894	10829879
286538	108775	11041151	7795840	7327947
2339673	108987	9158952	10406060	9704305
11586857	115046	9883485	7722385	88711
8310963	116633	8952941	12015383	856091
9770708	132975	10937646	7951413	7156436
9828590	105848	9085174	8952508	8912160
8037569	106442	9007147	9942456	9925529
10287432	110538	10093396	8177258	9958780
9188983	107760	9756889	9833955	8994814
9490616	108770	8999126	9054791	9120792
8964239	114158	10979046	8966456	9826535
10025353	114967	9043463	9935401	8055810
8169676	83873	9949252	8998096	9959587
10309761	141550	9071597	9036123	9057069
8673064	106759	11192459	10080151	9297005
9871575	95231	8741340	8968475	10829403
8991365	107811	10049852	8972631	7921790
10070319	114223	8856177	9012371	9945980
7903363	110943	11217962	9991581	8932585
10063084	111240	8862650	8865684	8972349
8954169	116100	9902546	8994018	10020592
9078182	105301	9165042	10069451	9716924
9873854	124046	9948641	8982243	2628989
9001716	105629	9894343	9205826	1757066
9077321	108212	10047759	9846768	12872221
9215740	108093	9023801	8943381	8183870
9700368	110640	11013108	9012823	10045367
9089616	108642	8911067	9046747	8838857
9910000	109716	9979787	9927944	9912880
7998266	115264	9000835	9026694	9081148
10244983	86526	11007794	8973488	8850534
9003939	134320	9967364	8925419	10069144
9075607	96303	8013998	9058036	9031503
9752247	106948	10960209	9893991	8266253
9200211	108085	9101264	9088244	9746961
9185356	108111	8982667	8942794	9912779
10592837	109549	11835010	10011153	9090398
9072086	109573	8049385	9143814	8827258
10994309	280125	9895772	8867418	10429093
8964344	82476	11118478	10048136	8624851
6938389	56258	8048786	8957196	9083538
10078868	108555	10801065	8977921	5793759
10006713	108114	9085017	8995398	12063365
8958557	107531	9985933	9270743	10124570
8903506	108545	7960427	9674590	9980582
9164662	109316	11029678	8548818	6860903
9985570	110186	8894614	9603859	12142724
8962069	149856	10086836	9866535	6932562
8916658	123647	9004693	8383212	9462627
10066472	105394	10048627	10678159	9408948
8845728	106138	7986047	8021264	10170423
8273334	106970	10085949	9888844	7810934
9839251	108172	9777410	9027902	12133938
9998499	118156	8152110	10039511	6890454
8910923	113286	10845585	7984847	11079168
8996451	326844	7946466	10305533	7969425
10155777	120032	8948990	8857993	8972402
8837717	108345	11049402	9859466	10009571
9068309	107306	7967555	7946530	9261046
9111071	107759	10088080	10147982	9722264
9765632	112693	8911396	9908346	7894563
8979385	267040	9027356	7901086	10038838
9011544	119349	9996520	10119572	9022636
21159958	105197	9015765	10090256	10151584
6856510	106541	9980691	7818303	7804355
9919868	106919	9025198	10115021	9977469
9323926	107698	9035185	8967698	10085677
10753276	109560	10380585	9987400	224399
7922309	109341	7436354	9003266	1786102
9961139	109998	12085480	8931464	4123154
9206701	135706	7038497	10013050	9831508
10876513	140861	11828836	8965187	10043729
7996303	120744	8267114	9068849	10108823
9976522	114063	10884999	9003295	7893983
9054244	107719	8841971	9916273	11024188
